"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13065692253609","2.26090209648899","1.99355258628455","2.14387973780461","2.44834408804008","2.35303023176356","2.5106520978681","2.52207211734327","2.46196940609227","2.6926601578726","2.75445623053331","2.77704550333116","2.78649124685837","2.6682118496751","2.58539393843344","2.66050362700152","2.58535894173751","2.62485859760506","2.66005177517295","","",
"Afganistán","AFG","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08418062","0.65096337","0.5429256","0.5291841","0.49784002","0.55994755","0.62779981","0.53190351","0.46915734","0.47999978","0.34288675","0.44335932","0.47265697","0.52267283","0.55663341","0.60014659","0.48597482","","",
"","AFW","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.753850210018385","0.943331041492041","0.744943779520468","0.976628328573375","1.13844747618546","1.10043926409224","0.966593078390553","0.875372265792116","0.800690053694502","0.799904569893211","0.704435137046807","0.739545245639996","0.754327129991604","0.756889316202877","0.6848619029029","0.785023904484812","0.774591845460991","0.814621392247162","0.836664344275483","","",
"Angola","AGO","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11098742","2.04631472","1.30862701","1.46559668","1.68663394","1.27875817","1.44411969","1.72198772","2.1384356","2.60045791","1.67409551","1.71321774","1.56333554","1.69516706","1.31816018","1.23424065","1.19753706","1.29187","1.06878364","","",
"Albania","ALB","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76625538","2.75405765","2.58927107","2.67035341","2.82082701","2.66531777","2.55931067","2.43571401","2.2712636","2.33806777","2.37874556","2.36555696","2.45518684","2.57775068","2.5936265","2.731354","2.80370736","2.67398357","2.84153938","","",
"Andorra","AND","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8858521","3.94548059","4.12422323","3.58235097","3.32187033","3.62288904","2.99318361","2.98829508","3.87453055","4.28867674","4.69696903","4.28072309","4.10065317","4.00535488","4.07847548","4.29960394","4.38277769","4.562325","4.55864906","","",
"El mundo árabe","ARB","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19900959572652","2.45459417377848","2.42081896306755","2.32174526594461","2.15865687199615","2.01091735378768","2.04830004081867","2.08052161797099","1.98819076366695","2.73454063159946","2.34391768188777","2.40335643541546","2.39478615325206","2.53651423793549","2.80818696678768","2.99364691635622","2.88797677567481","3.19315043834236","2.98886983191443","","",
"Emiratos Árabes Unidos","ARE","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63412821","1.91322362","1.66402185","1.62154937","1.40600681","1.31882453","1.33256018","1.50538909","1.87159979","2.98414969","2.7482419","2.65790033","2.48480034","2.58594108","2.57658958","2.55334663","2.43678308","2.27169323","2.17965603","","",
"Argentina","ARG","Domestic general government health expenditure (% of GDP)","SH.XPD.GHED.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63411379","4.72877693","4.1717453","3.8912859","3.74438357","3.9133997","4.01898909","4.25491619","4.50854731","5.66982841","5.56834269","5.68117332","6.13485479","6.22042274","6.32730818","6.82437325","5.59118652","6.60893488","5.91017103","","",
