"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9985551319515","57.4030436784775","58.6580615983156","58.734005942266","53.3105701838288","52.9184879931469","47.3844644112509","46.9164505069476","45.7493906370089","44.622228073263","43.3525689666427","43.0862313644874","42.7625690454976","43.7836265311869","43.8094868479263","45.2632248266164","46.1337743879187","45.8281739718721","42.8226666635535","","",
"Afganistán","AFG","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.37561035","86.06919098","84.52759552","78.97008514","76.82497406","78.16999054","75.40338898","72.77924347","78.9966507","73.25517273","74.48620605","72.04786682","73.05592346","78.3822937","75.97433472","75.48404694","78.38278198","","",
"","AFW","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2403668848363","65.3254086217135","67.3742930646095","70.8018587302254","66.1269039857507","65.9002191461962","68.596992794421","69.1326857629546","70.1503911457362","69.8768722627163","70.5453715710129","68.2484464661207","67.2617817875162","65.9935905108282","66.6774449446918","65.7621007678255","67.6449532746945","68.4845163562944","68.7546186642601","","",
"Angola","AGO","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.27677536","52.92855453","59.41811371","57.65277863","55.55617142","52.12799835","40.36954498","39.40856934","33.1567688","28.49826241","34.6372757","32.38171387","32.57001877","35.40423965","42.67658997","49.96444702","52.2201004","50.60655975","54.74777222","","",
"Albania","ALB","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.40230942","57.77629089","59.70919037","54.0149231","52.66172409","52.53190994","51.34706497","55.98057556","53.07559967","47.12736511","47.36392975","49.56390762","50.40052032","50.89257813","52.15227509","43.28739929","41.76972198","44.57441711","44.65778732","","",
"Andorra","AND","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.02518845","33.55382538","32.35487366","35.21427917","37.08361816","35.02041245","39.34901047","39.33069992","33.26662064","30.85386086","29.36505127","31.47035789","32.7927475","33.10810852","31.78808022","31.01265717","30.90909195","30.2857132","32.06521988","","",
"El mundo árabe","ARB","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8954335981114","42.6277567951844","43.4252324175065","42.7374780502283","42.6256849223014","42.253916740486","40.7821521673682","41.2889284273614","41.863238276123","38.5711033895994","41.2616615478115","39.0047781212084","40.3467717831919","39.8889563694911","38.3361068122503","41.3232563375115","42.2428071116388","42.9795415086905","42.6371011518471","","",
"Emiratos Árabes Unidos","ARE","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.16954041","22.98960304","38.77114487","38.72491837","42.89268875","43.15893936","42.69578171","41.32629776","36.08961105","26.31716347","29.14583969","27.57902718","27.45520782","28.028265","29.02361488","28.74894524","28.40196228","45.18861008","48.42153931","","",
"Argentina","ARG","Domestic private health expenditure (% of current health expenditure)","SH.XPD.PVTD.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2376709","44.94721985","43.47652054","44.9441185","41.91094589","47.39781952","47.07147217","45.4609375","43.97575378","39.75198746","40.73145676","39.09850311","37.05213928","35.95693588","34.04805756","33.00239944","37.58023834","36.36539459","38.2901268","","",
