"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1920212933649","23.2578360016196","24.0249042824905","22.1666905333102","21.3754919730931","21.2809497694623","21.6691749726715","22.5603465378008","22.8791501200746","20.1989623720867","19.2182797167117","19.2121484564902","18.6913137463156","20.8185532227581","20.372640493012","21.7533343491136","23.3252582322368","23.42318873135","18.2038023113752","","",
"Afganistán","AFG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.37561035","86.06919098","84.52759552","78.97008514","76.82497406","78.16999054","75.40338898","72.77924347","78.9966507","73.25517273","74.48620605","72.04786682","73.05592346","78.3822937","75.97433472","75.48257446","78.38278198","","",
"","AFW","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5524555483982","59.1300165750121","60.8224134028506","66.059429532927","61.3562929727081","61.287860876345","64.254830381278","64.4374537949648","65.262707804182","64.806954800443","65.5938076839989","63.8594491043874","63.0613565321648","61.9834433454056","62.2628412722983","61.3976174097733","62.6490038859605","63.6852903386864","63.9031375783873","","",
"Angola","AGO","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3046875","45.09108734","49.66205215","48.51068878","46.89109802","42.33265686","30.66570091","28.38397026","21.6532383","15.50890541","19.34375572","17.99380875","17.61917686","21.3492775","26.8761673","33.52316666","35.20893097","34.12101364","36.79880905","","",
"Albania","ALB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.40230942","57.77629089","59.70919037","54.0149231","52.65771866","52.52602005","51.34706497","55.97729492","53.06839752","47.11406708","47.34183121","49.54306412","50.38419342","50.88157654","52.14575958","43.28312683","41.76557541","44.45219803","44.58411789","","",
"Andorra","AND","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.27661514","15.06498337","14.52667713","15.81049252","16.6497879","15.72344875","17.66690254","17.65868187","14.93603325","13.85275459","13.18430901","14.12954903","14.72327423","14.8648653","13.90728474","14.55696201","13.939394","13.1428566","13.58695602","","",
"El mundo árabe","ARB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6329176132045","35.7281884712543","36.2744756719685","35.5384649821646","35.3447021968903","34.9373103571377","34.0779667580455","34.6210671028762","34.6011926172361","31.3572132410314","33.049786076436","30.8388276457675","31.37051768901","30.5057861997552","28.7525784362317","31.4570822298939","32.1084939366133","27.4537723669215","26.1647468530717","","",
"Emiratos Árabes Unidos","ARE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.08343506","15.08593273","28.04150963","27.45693016","30.4083786","30.13919067","29.70960808","28.87625122","25.13651848","16.1003685","17.94574356","16.88403702","16.73880386","17.15579414","17.807827","17.78964996","19.15773964","11.41661739","12.69611263","","",
"Argentina","ARG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10433197","29.47439766","29.99389839","28.24989319","27.62963104","33.06813049","32.41083908","31.28629875","30.2619133","26.18709564","26.78010178","26.89295959","26.08745956","26.81741714","27.04210854","25.93237495","29.56861496","25.8420887","27.7300415","","",
"Armenia","ARM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.01095581","50.87960434","75.23449707","76.42555237","71.58870697","62.9359169","61.17356873","58.2291832","71.43701172","73.63292694","77.62413025","78.4196701","78.58730316","82.8755722","82.48136902","81.62987518","80.6468811","84.34807587","84.27638245","","",
"Samoa Americana","ASM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.22428131","22.74691391","22.74011803","23.21789169","24.31144524","27.07498169","30.31648445","32.52657318","31.90914726","25.27703667","24.68379784","25.77301216","26.8955822","26.76339149","25.34367752","23.53068924","27.5195961","30.77209091","29.45855904","","",
"Australia","AUS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.99713898","20.43909645","19.92001152","19.14758873","19.21869659","19.64301491","19.74942017","19.00255966","19.04162598","19.05284309","19.74928665","19.17248344","19.93433762","19.70779419","19.61146355","18.94768143","18.33780098","17.94188881","17.72058296","","",
"Austria","AUT","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.82221985","18.46295738","18.61328697","18.88836861","19.30190468","19.18325996","18.80627632","18.80613899","18.24393272","18.0512867","18.60162544","18.73956299","18.67409134","19.1712513","19.09817696","19.09111214","19.24335289","19.14415932","18.36519051","","",
"Azerbaiyán","AZE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.60791016","70.0835495","72.29073334","68.867836","65.7750473","58.51049423","56.38795471","52.713871","54.16812134","55.5350914","57.92219543","59.86849594","60.62773895","64.20559692","65.57722473","67.44889069","70.67050171","72.51228333","72.80480957","","",
"Burundi","BDI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7869339","40.30458832","41.20006943","41.96569443","35.56011963","35.17008591","34.81430817","35.70703506","35.95796967","31.62755394","28.20030785","25.47524261","22.69366455","21.08439445","29.92245293","30.8293705","25.21500206","25.46273232","25.60256958","","",
"Bélgica","BEL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.22722816","19.58826447","20.87109566","21.12423515","20.27787971","20.34589577","20.49579811","20.83730316","20.17620277","19.92362976","19.94114876","19.79354477","19.47760201","19.74675751","19.77132607","19.50211525","18.94221687","19.0301857","19.05391693","","",
"Benin","BEN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.43554688","49.94515991","52.72829437","53.0913353","51.1104393","51.15240097","50.5893631","49.06433105","47.40301895","46.082798","45.03013229","43.61854935","37.40644836","42.31209183","44.01254272","40.49658966","43.33938217","44.17420959","44.54978943","","",
"Burkina Faso","BFA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.16007996","42.72938538","38.27582932","33.38692856","30.43884087","30.71225548","30.85259819","27.39347267","30.95701027","31.44069099","30.1687336","32.88170242","32.38356781","33.53733063","34.07847595","36.02980042","31.38309479","31.67767906","35.83074951","","",
"Bangladesh","BGD","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.09532166","65.14016724","62.29359055","62.38762665","62.50523758","64.8548584","65.07526398","65.81632233","67.16353607","67.23670197","67.21040344","67.3722229","67.46909332","68.5146637","69.93145752","71.81633759","73.12600708","73.85312653","73.87189484","","",
"Bulgaria","BGR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3757019","43.70612717","39.79439545","38.06082916","39.20325851","38.86741257","42.64740753","42.59270096","42.62918854","44.3673439","43.14134598","44.46372604","47.7468071","41.86244202","40.24094009","42.5099411","43.25471497","43.74543762","40.51737976","","",
"Bahrein","BHR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.79220581","25.35382843","25.72260857","31.49310112","30.9007473","28.19252586","27.09490967","30.15912437","27.22068405","28.34785652","28.46046066","28.43585014","26.80383301","26.91797256","26.17599869","25.84038734","27.98785782","30.44046402","30.00357819","","",
"Bahamas","BHS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.22701454","28.23169327","28.80686188","28.64151382","29.60046577","30.36487389","29.36036682","28.72886658","27.804842","27.00976372","27.5947628","27.96329498","28.74634171","27.9325161","28.32532883","30.39039993","28.03924179","24.25292015","27.18660164","","",
"Bosnia y Herzegovina","BIH","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.49313354","38.78443146","35.93489838","30.28847885","42.70067978","45.20005798","44.99708557","44.27066803","43.91299438","30.61831665","30.07586288","29.46848488","29.21257019","28.96248627","28.96679688","28.84111023","28.68273163","29.13997841","29.33151054","","",
"Belarús","BLR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.02836037","20.71437073","23.02667046","20.16889381","19.22101021","21.78302574","24.38807869","25.79393959","29.84134293","30.9197216","29.16506767","33.58784485","30.773983","33.79233932","34.89432526","36.20261383","26.71418571","27.05755615","24.9543705","","",
"Belice","BLZ","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.06580353","33.42762756","33.08943939","33.35804749","33.29711914","31.85698128","28.79761696","24.83691788","22.85181999","24.28322983","24.62802124","24.56609917","25.50156975","24.9867878","22.32472801","23.47926331","23.76156235","23.90730286","23.23029137","","",
"Bermudas","BMU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.50730133","33.05337906","33.92093658","32.02861404","32.59438705","32.00019455","32.26539612","30.76193619","30.36822891","30.09937668","33.27740097","32.50546265","34.3583374","34.0091629","30.90435791","27.32661629","28.02112198","25.07784653","23.17128754","","",
"Brasil","BRA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.59222031","37.80702972","36.40619659","35.47385788","35.36583328","35.87644196","34.37126541","33.09412003","30.88409233","31.21032143","29.38520622","29.29958344","29.68203163","28.1770668","28.18024826","28.44441605","27.40692139","27.45549393","27.54380798","","",
"Barbados","BRB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.37475586","38.05859375","36.52173615","35.93107986","33.58927155","35.07392883","35.38161087","36.84221649","35.45526886","36.31340027","38.08008957","42.18822479","38.606987","40.98610687","43.79572678","44.00276184","44.0699234","45.29132462","46.51942825","","",
"Brunei Darussalam","BRN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.83131409","16.80674744","16.41055107","17.0513382","16.90948105","16.33396339","14.68852806","12.78499985","10.10823727","9.49940205","8.26134872","8.47186852","8.85192871","9.40742016","7.33459949","4.97357655","4.97981548","5.41142321","4.85925293","","",
"Bhután","BTN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.54134464","7.93422222","10.30408859","19.00845528","16.25363731","16.79038239","14.79103279","14.33664703","15.47424793","16.58108902","16.4826355","16.34392738","20.50640488","20.31390381","21.17123222","19.79465866","20.12969589","13.3064661","13.16380501","","",
